Train Acc,Validation acc,Test Acc,N Epochs,Runtime
0.9502109885215759,0.9462242722511292,0.9021512866020203,49,644.013352394104
0.9529916644096375,0.9501503109931946,0.908413827419281,49,651.455958366394
0.9523941278457642,0.9470595717430115,0.905927300453186,49,626.8365657329559
0.9557709693908691,0.9501577019691467,0.8961474299430847,49,648.7971546649933
0.953253984451294,0.9483944773674011,0.9298961758613586,49,640.3998894691467
0.954434335231781,0.9475009441375732,0.8993327021598816,49,646.0133209228516
0.958988606929779,0.9519144296646118,0.933662474155426,49,628.3147792816162
0.9547328948974609,0.9502587914466858,0.9454545378684998,49,642.3885247707367
0.9551059603691101,0.945759654045105,0.9233760833740234,49,623.0183229446411
0.9545145630836487,0.9491189122200012,0.9187318682670593,49,660.6868276596069
0.9586138129234314,0.954494297504425,0.9076733589172363,49,650.6908340454102
0.9514716267585754,0.9474557042121887,0.9209105968475342,49,639.2532894611359
0.9502875804901123,0.9459493160247803,0.9325115084648132,49,654.5683636665344
0.9532575607299805,0.947176456451416,0.9096860885620117,49,646.2116389274597
0.9583787322044373,0.9508630633354187,0.87897127866745,49,647.9376599788666
0.9537080526351929,0.9453482627868652,0.934725821018219,49,646.5005195140839
0.9591134190559387,0.9511412978172302,0.8993396759033203,49,635.8429505825043
0.9556801319122314,0.9465833902359009,0.930590808391571,49,644.1098041534424
0.9568399786949158,0.9496576189994812,0.9112257361412048,49,643.1820244789124
0.9521087408065796,0.9494771361351013,0.9101229906082153,49,644.8222489356995
0.9571969509124756,0.9545570015907288,0.873348593711853,49,645.8398325443268
0.9554691314697266,0.9481434226036072,0.9520313143730164,49,636.3474328517914
0.9566887617111206,0.9532889723777771,0.9087334275245667,49,636.0691924095154
0.9515382051467896,0.944203794002533,0.9109215140342712,49,642.9914863109589
0.95491623878479,0.9525423645973206,0.9207376837730408,49,646.543568611145
0.9485815763473511,0.9412825107574463,0.9247663617134094,49,639.451625585556
0.9536057114601135,0.9471354484558105,0.9209998250007629,49,649.078676700592
0.9570996165275574,0.9526469707489014,0.9164614677429199,49,640.1444575786591
0.9510101675987244,0.9410951733589172,0.9137560725212097,49,654.4595608711243
0.9530657529830933,0.9421855211257935,0.9217088222503662,49,645.408450126648
0.9527847170829773,0.9458969831466675,0.9404032826423645,49,628.8017103672028
0.9568867683410645,0.9561753273010254,0.9253990650177002,49,638.3846819400787
