Train Acc,Validation acc,Test Acc,N Epochs,Runtime
0.9873632192611694,0.9659820199012756,0.9605683088302612,99,2773.5751843452454
0.9885468482971191,0.9678497910499573,0.9235127568244934,99,2844.014895439148
0.9870384931564331,0.9648402333259583,0.9470314979553223,99,2761.042238712311
0.9853878617286682,0.9658604264259338,0.9256104230880737,99,2730.6229062080383
0.9844385385513306,0.9641172289848328,0.9604707956314087,99,2919.9884593486786
0.9854571223258972,0.9652106761932373,0.9432327747344971,99,2722.677141904831
0.9878347516059875,0.964461088180542,0.9455205798149109,99,2769.5639522075653
0.9877068996429443,0.9677213430404663,0.931313157081604,99,2799.646568775177
0.9880532622337341,0.9635509252548218,0.9593623876571655,99,2868.2614817619324
0.9868994951248169,0.96731036901474,0.9150399565696716,99,2806.0340070724487
0.9859962463378906,0.9623292088508606,0.9157350063323975,99,2796.5244624614716
0.9865989685058594,0.963349461555481,0.9466896057128906,99,2715.815726995468
0.9860920310020447,0.9672362804412842,0.9169835448265076,99,2772.9228961467743
0.9861410856246948,0.967448890209198,0.9311695694923401,99,2797.2473635673523
0.9875829815864563,0.9626733660697937,0.9302063584327698,99,2941.508152961731
0.9874968528747559,0.9662560820579529,0.9427884817123413,99,2702.086786031723
0.9870826005935669,0.9699554443359375,0.9248971343040466,99,2762.0448915958405
0.985956072807312,0.9635627269744873,0.9204792976379395,99,2822.7707149982452
0.9855107665061951,0.9644911289215088,0.9425994157791138,99,2927.3986637592316
0.9871939420700073,0.9662231206893921,0.9446361064910889,99,2758.006398677826
0.986935019493103,0.9686634540557861,0.9240481853485107,99,2884.8332340717316
0.98714679479599,0.9652050137519836,0.953139066696167,99,2735.5638160705566
0.9881147742271423,0.9653778076171875,0.9256669878959656,99,3053.0701925754547
0.9856639504432678,0.9679582715034485,0.9389110207557678,99,2887.287393808365
0.9849311113357544,0.9653245210647583,0.944172203540802,99,2801.6567072868347
0.9892305731773376,0.9660604596138,0.9315447211265564,99,2896.1129298210144
0.9865908622741699,0.9639938473701477,0.9381787776947021,99,2800.32856965065
0.9830800890922546,0.9627400636672974,0.9251833558082581,99,2814.8007702827454
0.9877264499664307,0.9629395604133606,0.9439490437507629,99,2911.088457107544
0.9869300723075867,0.9663048982620239,0.9350939393043518,99,2781.750871896744
0.9852414131164551,0.9618081450462341,0.9447914361953735,99,3026.3240416049957
0.9884716868400574,0.9646419882774353,0.9218952655792236,99,2769.315840959549
0.9873096942901611,0.966781497001648,0.9120139479637146,99,2870.9419543743134
0.9875253438949585,0.9666920900344849,0.9451198577880859,99,2811.4704637527466
0.988857626914978,0.9668891429901123,0.9361088871955872,99,2768.606731891632
0.9867712259292603,0.9650179147720337,0.950283408164978,99,2838.541127204895
0.9887637495994568,0.9662599563598633,0.944348931312561,99,2952.7680020332336
0.9849828481674194,0.9634357690811157,0.9356009364128113,99,2961.3869347572327
0.9866271615028381,0.9637364149093628,0.9394187331199646,99,2860.2952330112457
0.9857242703437805,0.9707213044166565,0.9189661741256714,99,3030.182299852371
0.9881674647331238,0.9632224440574646,0.9594043493270874,99,2905.1915621757507
0.986270546913147,0.9636682271957397,0.8891566395759583,99,2775.7586755752563
0.9871323704719543,0.9689040780067444,0.9458272457122803,99,2799.1922945976257
0.9867492318153381,0.9674442410469055,0.9218699336051941,99,2770.5408935546875
0.9871366024017334,0.9694262742996216,0.9051094651222229,99,2855.3288099765778
0.987910807132721,0.9654561281204224,0.942105233669281,99,2893.7753615379333
0.985319197177887,0.964101254940033,0.9163981080055237,99,2965.1804842948914
0.9883853197097778,0.9678922295570374,0.9316450953483582,99,2795.0498037338257
0.984426736831665,0.962337851524353,0.9271209239959717,99,2822.036646604538
0.9849765300750732,0.9643130302429199,0.9378713369369507,99,2754.2936973571777
