Train Acc,Validation acc,Test Acc,N Epochs,Runtime
0.9883933663368225,0.9603747129440308,0.9212996363639832,99,1628.7711408138275
0.9946241974830627,0.9681881070137024,0.9337069988250732,99,1640.094537973404
0.9930720925331116,0.9665060043334961,0.934272289276123,99,1726.3727161884308
0.9923984408378601,0.9668002724647522,0.9358331561088562,99,1753.389172077179
0.9947255849838257,0.9668633341789246,0.9207161068916321,99,1773.8980808258057
0.9940183758735657,0.9678086638450623,0.9302080273628235,99,1631.5053021907806
0.9893919825553894,0.9631261229515076,0.9168900847434998,99,1707.3556575775146
0.9850157499313354,0.9617206454277039,0.9424049854278564,99,1615.152018547058
0.9918442368507385,0.9656657576560974,0.9317448735237122,99,1640.846291065216
0.9925352334976196,0.9679784178733826,0.9159584641456604,99,1680.7963001728058
0.9924582839012146,0.9628514051437378,0.9501870274543762,99,1665.2279751300812
0.9923761487007141,0.9642812609672546,0.9194312691688538,99,1715.6631495952606
0.9924768805503845,0.9653729200363159,0.9445330500602722,99,1709.4103231430054
0.9872214794158936,0.9616917371749878,0.9296419024467468,99,1641.3963415622711
0.9926120042800903,0.9671421051025391,0.9330028891563416,99,1654.241500377655
0.9865840673446655,0.9623005390167236,0.9289403557777405,99,1634.0610902309418
0.9959366321563721,0.9625496864318848,0.9578710198402405,99,1668.7969388961792
0.9918752908706665,0.9652174115180969,0.9383448958396912,99,1954.3485305309296
0.9846943020820618,0.9619572162628174,0.9171226024627686,99,1706.7521443367004
0.9904800653457642,0.9651647210121155,0.9462325572967529,99,1635.021981716156
0.9862769246101379,0.9607892632484436,0.9441412091255188,99,1671.5589559078217
0.9948036074638367,0.9681881070137024,0.9373912811279297,99,1743.1848556995392
0.984122097492218,0.9666666388511658,0.9246551990509033,99,1665.2482812404633
0.9940555691719055,0.9657701849937439,0.9373143911361694,99,1592.660068511963
0.9956643581390381,0.9663363695144653,0.9478656649589539,99,1685.4705393314362
0.992830753326416,0.9662042856216431,0.9379103183746338,99,1626.8268630504608
0.9960943460464478,0.9692519903182983,0.9033530354499817,99,1673.595159292221
0.994992196559906,0.9655817151069641,0.9555040001869202,99,1685.500871181488
0.9910228848457336,0.9641917943954468,0.9281388521194458,99,1719.3646597862244
0.985751211643219,0.9618390202522278,0.9195550084114075,99,1580.358282327652
0.992019772529602,0.9644041657447815,0.9348227977752686,99,1621.7808961868286
0.9935455322265625,0.9698137640953064,0.9358831644058228,99,1663.9239523410797
0.9896638989448547,0.9681249856948853,0.9248151183128357,99,1723.026620388031
0.9895317554473877,0.9647279381752014,0.9407680034637451,99,1683.873386144638
0.9906989336013794,0.9667680859565735,0.913385808467865,99,1769.0064685344696
0.9868956208229065,0.9634360074996948,0.9183796644210815,99,1719.329174041748
0.9867658615112305,0.9639673829078674,0.9254626631736755,99,1657.859864473343
0.9969678521156311,0.9729054570198059,0.9496358036994934,99,1694.0019092559814
0.994370698928833,0.9645008444786072,0.9309061765670776,99,1643.6758270263672
0.9912710189819336,0.9658918380737305,0.942194402217865,99,1666.7922611236572
0.9872519373893738,0.9643852710723877,0.9329409599304199,99,1655.8081891536713
0.9889345765113831,0.9651879072189331,0.9289872050285339,99,1603.1463119983673
0.9874444603919983,0.962967574596405,0.9487075209617615,99,1653.752408504486
0.9953734278678894,0.9641531109809875,0.9446530342102051,99,1582.7735621929169
0.9957634210586548,0.9665986895561218,0.9153116345405579,99,1621.2526190280914
0.9944605231285095,0.963592529296875,0.9606731534004211,99,1683.1093256473541
0.9925171136856079,0.9660824537277222,0.9380514621734619,99,1684.8973217010498
0.98097825050354,0.9607543349266052,0.8967335820198059,99,1690.1081566810608
0.9914127588272095,0.966925323009491,0.9032648205757141,99,1664.6920228004456
0.9970307350158691,0.968315601348877,0.9178082346916199,99,1694.7964751720428
